job_name,best_overlap,true_overlap,section
A0A0R8HV90_full_1-173_Q07812_ARPB2F_63-158_A_17,0.078,3.0,AFminD (50)
Q76RI8_full_1-175_Q9BXH1_B2BC3PUMOA_2-193_A_16,0.078,3.0,AFminD (30)
A0A0R8HV90_full_1-173_Q07812_ARPB2F_63-158_A_159,0.078,4.0,AFminD (50)
A0A0R8HV90_full_1-173_Q07812_ARPB2F_63-158_A_17,0.078,3.0,AFminD (30)
A0A0R8HV90_full_1-173_Q07812_ARPB2F_63-158_A_17,0.078,3.0,AFminD (50)
A0A0R8HV90_full_1-173_Q07812_ARPB2F_63-158_A_17,0.078,3.0,AFminD (50)
A0A0R8HV90_full_1-173_Q07812_ARPB2F_63-158_A_17,0.078,3.0,AFminD (50)
A0A0R8HV90_full_1-173_Q07812_ARPB2F_63-158_A_17,0.078,3.0,AFminD (50)
A0A0R8HV90_full_1-173_Q07812_ARPB2F_63-158_A_17,0.078,3.0,AFminD (30)
A0A0R8HV90_full_1-173_Q07812_ARPB2F_63-158_A_17,0.078,3.0,AFminD (30)
A0A0R8HV90_full_1-173_Q07812_ARPB2F_63-158_A_17,0.078,3.0,AFminD (30)
A0A0R8HV90_full_1-173_Q07812_ARPB2F_63-158_A_159,0.078,4.0,AFminD (50)
A0A0R8HV90_full_1-173_Q07812_ARPB2F_63-158_A_159,0.078,4.0,AFminD (50)
Q76RI8_full_1-175_Q9BXH1_B2BC3PUMOA_2-193_A_16,0.078,3.0,AFminD (30)
Q76RI8_full_1-175_Q9BXH1_B2BC3PUMOA_2-193_A_16,0.078,3.0,AFminD (30)
A0A0R8HV90_full_1-173_Q07812_ARPB2F_63-158_A_159,0.078,4.0,AFminD (50)
A0A0R8HV90_full_1-173_Q07812_ARPB2F_63-158_A_159,0.078,4.0,AFminD (50)
Q9H3P7_full_1-528_Q68T42_P3PL_1439-1498_A_523,0.077,7.0,AFminD (50)
Q9H3P7_full_1-528_Q68T42_P3PL_1439-1498_A_523,0.077,7.0,AFminD (50)
Q9H3P7_full_1-528_Q68T42_P3PL_1439-1498_A_523,0.077,7.0,AFminD (50)
Q9H3P7_full_1-528_Q68T42_P3PL_1439-1498_A_523,0.077,7.0,AFminD (50)
Q9H3P7_full_1-528_Q68T42_P3PL_1439-1498_A_523,0.077,7.0,AFminD (50)
P27694_full_1-616_Q8NG08_AD_454-670_A_9,0.076,3.0,AFminD (30)
P27694_full_1-616_Q8NG08_AD_454-670_A_9,0.076,3.0,AFminD (30)
P27694_full_1-616_Q8NG08_AD_454-670_A_9,0.076,3.0,AFminD (30)
P27694_full_1-616_Q8NG08_AD_454-670_A_9,0.076,3.0,AFminD (30)
P27694_full_1-616_Q8NG08_AD_454-670_A_9,0.076,3.0,AFminD (30)
P21244_full_1-156_B7UM99_TIRTNT_1-270_A_2,0.075,5.0,AFminD (30)
P21244_full_1-156_B7UM99_TIRTNT_1-270_A_152,0.075,3.0,AFminD (30)
P21244_full_1-156_B7UM99_TIRTNT_1-270_A_152,0.075,3.0,AFminD (30)
P21244_full_1-156_B7UM99_TIRTNT_1-270_A_152,0.075,3.0,AFminD (30)
P21244_full_1-156_B7UM99_TIRTNT_1-270_A_2,0.075,5.0,AFminD (30)
P21244_full_1-156_B7UM99_TIRTNT_1-270_A_152,0.075,3.0,AFminD (30)
P21244_full_1-156_B7UM99_TIRTNT_1-270_A_2,0.075,5.0,AFminD (30)
P21244_full_1-156_B7UM99_TIRTNT_1-270_A_2,0.075,5.0,AFminD (30)
P21244_full_1-156_B7UM99_TIRTNT_1-270_A_2,0.075,5.0,AFminD (30)
P21244_full_1-156_B7UM99_TIRTNT_1-270_A_152,0.075,3.0,AFminD (30)
Q76RI8_full_1-175_P55957_BIDB_3-192_A_38,0.074,4.0,AFminD (30)
Q76RI8_full_1-175_P55957_BIDB_3-192_A_38,0.074,4.0,AFminD (30)
Q76RI8_full_1-175_P55957_BIDB_3-192_A_38,0.074,4.0,AFminD (30)
Q76RI8_full_1-175_P55957_BIDB_3-192_A_38,0.074,4.0,AFminD (30)
Q76RI8_full_1-175_P55957_BIDB_3-192_A_38,0.074,4.0,AFminD (30)
A0A3F2YKH3_full_1-176_O00198_AOAH_1-91_A_136,0.073,2.0,AFminD (30)
Q06672_full_1-205_P39938_RPS_1-107_A_10,0.073,3.0,AFminD (30)
A0A3F2YKH3_full_1-176_O00198_AOAH_1-91_A_15,0.073,2.0,AFminD (50)
A0A3F2YKH3_full_1-176_O00198_AOAH_1-91_A_15,0.073,2.0,AFminD (50)
A0A3F2YKH3_full_1-176_O00198_AOAH_1-91_A_15,0.073,2.0,AFminD (50)
A0A3F2YKH3_full_1-176_O00198_AOAH_1-91_A_15,0.073,2.0,AFminD (30)
A0A3F2YKH3_full_1-176_O00198_AOAH_1-91_A_15,0.073,2.0,AFminD (50)
A0A3F2YKH3_full_1-176_O00198_AOAH_1-91_A_15,0.073,2.0,AFminD (50)
A0A3F2YKH3_full_1-176_O00198_AOAH_1-91_A_136,0.073,2.0,AFminD (30)
A0A3F2YKH3_full_1-176_O00198_AOAH_1-91_A_15,0.073,2.0,AFminD (30)
A0A3F2YKH3_full_1-176_O00198_AOAH_1-91_A_15,0.073,2.0,AFminD (30)
Q06672_full_1-205_P39938_RPS_1-107_A_10,0.073,3.0,AFminD (30)
A0A3F2YKH3_full_1-176_O00198_AOAH_1-91_A_136,0.073,2.0,AFminD (30)
A0A3F2YKH3_full_1-176_O00198_AOAH_1-91_A_136,0.073,2.0,AFminD (30)
A0A3F2YKH3_full_1-176_O00198_AOAH_1-91_A_136,0.073,2.0,AFminD (30)
Q06672_full_1-205_P39938_RPS_1-107_A_10,0.073,3.0,AFminD (30)
Q06672_full_1-205_P39938_RPS_1-107_A_10,0.073,3.0,AFminD (30)
A0A3F2YKH3_full_1-176_O00198_AOAH_1-91_A_15,0.073,2.0,AFminD (30)
Q06672_full_1-205_P39938_RPS_1-107_A_10,0.073,3.0,AFminD (30)
A0A3F2YKH3_full_1-176_O00198_AOAH_1-91_A_15,0.073,2.0,AFminD (30)
Q9DHU6_full_1-176_Q9BXH1_B2BC3PUMOA_2-193_A_14,0.071,3.0,AFminD (30)
Q9DHU6_full_1-176_Q9BXH1_B2BC3PUMOA_2-193_A_14,0.071,3.0,AFminD (30)
Q9DHU6_full_1-176_Q9BXH1_B2BC3PUMOA_2-193_A_14,0.071,3.0,AFminD (30)
Q9DHU6_full_1-176_Q9BXH1_B2BC3PUMOA_2-193_A_14,0.071,3.0,AFminD (30)
Q9DHU6_full_1-176_Q9BXH1_B2BC3PUMOA_2-193_A_14,0.071,3.0,AFminD (30)
A0A0R8HV90_full_1-173_O00198_AOAH_1-91_A_13,0.07,2.0,AFminD (30)
A0A3F2YKH3_full_1-176_Q07812_ARPB2F_63-158_A_118,0.07,2.0,AFminD (30)
A0A0R8HV90_full_1-173_O00198_AOAH_1-91_A_13,0.07,2.0,AFminD (50)
P0A8K1_full_1-322_P0A8K1_PD_63-281_A_223,0.07,9.0,AFminD (100)
P0A8K1_full_1-322_P0A8K1_PD_63-281_A_223,0.07,9.0,AFminD (100)
A0A3F2YKH3_full_1-176_Q07812_ARPB2F_63-158_A_118,0.07,2.0,AFminD (30)
A0A3F2YKH3_full_1-176_Q07812_ARPB2F_63-158_A_118,0.07,2.0,AFminD (30)
A0A3F2YKH3_full_1-176_Q07812_ARPB2F_63-158_A_15,0.07,2.0,AFminD (30)
A0A3F2YKH3_full_1-176_Q07812_ARPB2F_63-158_A_15,0.07,2.0,AFminD (30)
A0A3F2YKH3_full_1-176_Q07812_ARPB2F_63-158_A_118,0.07,2.0,AFminD (30)
A0A3F2YKH3_full_1-176_Q07812_ARPB2F_63-158_A_118,0.07,2.0,AFminD (30)
A0A0R8HV90_full_1-173_O00198_AOAH_1-91_A_13,0.07,2.0,AFminD (50)
A0A3F2YKH3_full_1-176_Q07812_ARPB2F_63-158_A_15,0.07,2.0,AFminD (30)
A0A0R8HV90_full_1-173_O00198_AOAH_1-91_A_13,0.07,2.0,AFminD (50)
A0A3F2YKH3_full_1-176_Q07812_ARPB2F_63-158_A_15,0.07,2.0,AFminD (30)
A0A3F2YKH3_full_1-176_Q07812_ARPB2F_63-158_A_15,0.07,2.0,AFminD (30)
A0A0R8HV90_full_1-173_O00198_AOAH_1-91_A_13,0.07,2.0,AFminD (50)
A0A0R8HV90_full_1-173_O00198_AOAH_1-91_A_13,0.07,2.0,AFminD (50)
A0A0R8HV90_full_1-173_Q9BXH1_B2BC3PUMOA_2-193_A_17,0.07,2.0,AFminD (30)
A0A0R8HV90_full_1-173_Q9BXH1_B2BC3PUMOA_2-193_A_17,0.07,2.0,AFminD (30)
A0A0R8HV90_full_1-173_Q9BXH1_B2BC3PUMOA_2-193_A_17,0.07,2.0,AFminD (50)
A0A0R8HV90_full_1-173_Q9BXH1_B2BC3PUMOA_2-193_A_17,0.07,2.0,AFminD (30)
A0A0R8HV90_full_1-173_Q9BXH1_B2BC3PUMOA_2-193_A_17,0.07,2.0,AFminD (30)
A0A0R8HV90_full_1-173_Q9BXH1_B2BC3PUMOA_2-193_A_17,0.07,2.0,AFminD (30)
A0A0R8HV90_full_1-173_Q9BXH1_B2BC3PUMOA_2-193_A_17,0.07,2.0,AFminD (50)
A0A0R8HV90_full_1-173_Q9BXH1_B2BC3PUMOA_2-193_A_17,0.07,2.0,AFminD (50)
A0A0R8HV90_full_1-173_Q9BXH1_B2BC3PUMOA_2-193_A_17,0.07,2.0,AFminD (50)
A0A0R8HV90_full_1-173_Q9BXH1_B2BC3PUMOA_2-193_A_17,0.07,2.0,AFminD (50)
P0A8K1_full_1-322_P0A8K1_PD_63-281_A_223,0.07,9.0,AFminD (100)
Q86V25_full_1-355_Q8N300_CCDCP2_4-64_A_124,0.07,8.0,AFminD (50)
Q86V25_full_1-355_Q8N300_CCDCP2_4-64_A_124,0.07,8.0,AFminD (50)
Q86V25_full_1-355_Q8N300_CCDCP2_4-64_A_124,0.07,8.0,AFminD (50)
Q86V25_full_1-355_Q8N300_CCDCP2_4-64_A_124,0.07,8.0,AFminD (50)
Q86V25_full_1-355_Q8N300_CCDCP2_4-64_A_124,0.07,8.0,AFminD (50)
P0A8K1_full_1-322_P0A8K1_PD_63-281_A_223,0.07,9.0,AFminD (100)
P0A8K1_full_1-322_P0A8K1_PD_63-281_A_223,0.07,9.0,AFminD (100)
A0A0R8HV90_full_1-173_O00198_AOAH_1-91_A_13,0.07,2.0,AFminD (30)
A0A0R8HV90_full_1-173_O00198_AOAH_1-91_A_13,0.07,2.0,AFminD (30)
A0A0R8HV90_full_1-173_O00198_AOAH_1-91_A_13,0.07,2.0,AFminD (30)
A0A0R8HV90_full_1-173_O00198_AOAH_1-91_A_13,0.07,2.0,AFminD (30)
Q76KJ6_full_1-156_D5QCK0_CCPA_228-343_A_20,0.069,2.0,AFminD (30)
Q76KJ6_full_1-156_D5QCK0_CCPA_228-343_A_20,0.069,2.0,AFminD (30)
Q76KJ6_full_1-156_D5QCK0_CCPA_228-343_A_150,0.069,3.0,AFminD (30)
Q76KJ6_full_1-156_D5QCK0_CCPA_228-343_A_150,0.069,3.0,AFminD (30)
Q76KJ6_full_1-156_D5QCK0_CCPA_228-343_A_150,0.069,3.0,AFminD (30)
Q76KJ6_full_1-156_D5QCK0_CCPA_228-343_A_150,0.069,3.0,AFminD (30)
Q76KJ6_full_1-156_D5QCK0_CCPA_228-343_A_20,0.069,2.0,AFminD (30)
Q76KJ6_full_1-156_D5QCK0_CCPA_228-343_A_20,0.069,2.0,AFminD (30)
Q76KJ6_full_1-156_D5QCK0_CCPA_228-343_A_150,0.069,3.0,AFminD (30)
Q76KJ6_full_1-156_D5QCK0_CCPA_228-343_A_20,0.069,2.0,AFminD (30)
Q32ZE1_full_1-3419_Q32ZE1_FNSPN_1374-1498_A_1663,0.068,5.0,AFminD (50)
Q32ZE1_full_1-3419_Q32ZE1_FNSPN_1374-1498_A_1663,0.068,5.0,AFminD (50)
A0A0R8HV90_full_1-173_Q07812_ARPB2F_63-158_A_129,0.068,4.0,AFminD (30)
A0A0R8HV90_full_1-173_Q07812_ARPB2F_63-158_A_129,0.068,4.0,AFminD (30)
Q32ZE1_full_1-3419_Q32ZE1_FNSPN_1374-1498_A_1570,0.068,5.0,AFminD (30)
Q32ZE1_full_1-3419_Q32ZE1_FNSPN_1374-1498_A_1651,0.068,5.0,AFminD (30)
Q32ZE1_full_1-3419_Q32ZE1_FNSPN_1374-1498_A_1651,0.068,5.0,AFminD (30)
Q32ZE1_full_1-3419_Q32ZE1_FNSPN_1374-1498_A_1651,0.068,5.0,AFminD (30)
Q32ZE1_full_1-3419_Q32ZE1_FNSPN_1374-1498_A_1651,0.068,5.0,AFminD (30)
Q32ZE1_full_1-3419_Q32ZE1_FNSPN_1374-1498_A_1651,0.068,5.0,AFminD (30)
Q76RI8_full_1-175_Q9BXH1_B2BC3PUMOA_2-193_A_143,0.068,3.0,AFminD (30)
Q76RI8_full_1-175_Q9BXH1_B2BC3PUMOA_2-193_A_143,0.068,3.0,AFminD (30)
Q76RI8_full_1-175_Q9BXH1_B2BC3PUMOA_2-193_A_143,0.068,3.0,AFminD (30)
Q32ZE1_full_1-3419_Q32ZE1_FNSPN_1374-1498_A_1570,0.068,5.0,AFminD (30)
Q32ZE1_full_1-3419_Q32ZE1_FNSPN_1374-1498_A_1570,0.068,5.0,AFminD (30)
Q32ZE1_full_1-3419_Q32ZE1_FNSPN_1374-1498_A_1570,0.068,5.0,AFminD (30)
Q32ZE1_full_1-3419_Q32ZE1_FNSPN_1374-1498_A_1570,0.068,5.0,AFminD (30)
A0A0R8HV90_full_1-173_Q07812_ARPB2F_63-158_A_129,0.068,4.0,AFminD (30)
A0A0R8HV90_full_1-173_Q07812_ARPB2F_63-158_A_129,0.068,4.0,AFminD (30)
A0A0R8HV90_full_1-173_Q07812_ARPB2F_63-158_A_129,0.068,4.0,AFminD (30)
Q32ZE1_full_1-3419_Q32ZE1_FNSPN_1374-1498_A_1663,0.068,5.0,AFminD (50)
Q76RI8_full_1-175_Q9BXH1_B2BC3PUMOA_2-193_A_143,0.068,3.0,AFminD (30)
Q76RI8_full_1-175_Q9BXH1_B2BC3PUMOA_2-193_A_143,0.068,3.0,AFminD (30)
Q32ZE1_full_1-3419_Q32ZE1_FNSPN_1374-1498_A_1663,0.068,5.0,AFminD (50)
Q32ZE1_full_1-3419_Q32ZE1_FNSPN_1374-1498_A_1663,0.068,5.0,AFminD (50)
Q8UWD5_full_1-176_Q4V925_PAB2PB_49-135_A_113,0.066,2.0,AFminD (30)
Q8UWD5_full_1-176_Q4V925_PAB2PB_49-135_A_15,0.066,2.0,AFminD (50)
Q8UWD5_full_1-176_Q4V925_PAB2PB_49-135_A_15,0.066,2.0,AFminD (50)
Q8UWD5_full_1-176_Q4V925_PAB2PB_49-135_A_15,0.066,2.0,AFminD (50)
Q8UWD5_full_1-176_Q4V925_PAB2PB_49-135_A_145,0.066,2.0,AFminD (50)
Q8UWD5_full_1-176_Q4V925_PAB2PB_49-135_A_145,0.066,2.0,AFminD (50)
Q8UWD5_full_1-176_Q4V925_PAB2PB_49-135_A_145,0.066,2.0,AFminD (50)
Q8UWD5_full_1-176_Q4V925_PAB2PB_49-135_A_145,0.066,2.0,AFminD (50)
Q8UWD5_full_1-176_Q4V925_PAB2PB_49-135_A_145,0.066,2.0,AFminD (50)
Q8UWD5_full_1-176_Q4V925_PAB2PB_49-135_A_173,0.066,2.0,AFminD (100)
Q8UWD5_full_1-176_Q4V925_PAB2PB_49-135_A_15,0.066,2.0,AFminD (50)
Q8UWD5_full_1-176_Q4V925_PAB2PB_49-135_A_145,0.066,2.0,AFminD (30)
Q8UWD5_full_1-176_Q4V925_PAB2PB_49-135_A_145,0.066,2.0,AFminD (30)
Q8UWD5_full_1-176_Q4V925_PAB2PB_49-135_A_145,0.066,2.0,AFminD (30)
Q8UWD5_full_1-176_Q4V925_PAB2PB_49-135_A_145,0.066,2.0,AFminD (30)
Q8UWD5_full_1-176_Q4V925_PAB2PB_49-135_A_145,0.066,2.0,AFminD (30)
Q8UWD5_full_1-176_Q4V925_PAB2PB_49-135_A_113,0.066,2.0,AFminD (30)
Q8UWD5_full_1-176_Q4V925_PAB2PB_49-135_A_15,0.066,2.0,AFminD (50)
Q8UWD5_full_1-176_Q4V925_PAB2PB_49-135_A_173,0.066,2.0,AFminD (100)
Q8UWD5_full_1-176_Q4V925_PAB2PB_49-135_A_173,0.066,2.0,AFminD (100)
Q8UWD5_full_1-176_Q4V925_PAB2PB_49-135_A_173,0.066,2.0,AFminD (100)
Q8UWD5_full_1-176_Q4V925_PAB2PB_49-135_A_173,0.066,2.0,AFminD (100)
Q8UWD5_full_1-176_Q4V925_PAB2PB_49-135_A_113,0.066,2.0,AFminD (30)
Q8UWD5_full_1-176_Q4V925_PAB2PB_49-135_A_113,0.066,2.0,AFminD (30)
Q8UWD5_full_1-176_Q4V925_PAB2PB_49-135_A_113,0.066,2.0,AFminD (30)
Q86V25_full_1-355_Q8N300_CCDCP2_4-64_A_124,0.065,7.0,AFminD (30)
Q86V25_full_1-355_Q8N300_CCDCP2_4-64_A_124,0.065,7.0,AFminD (30)
P21244_full_1-156_B7UM99_TIRTNT_1-270_A_113,0.065,4.0,AFminD (30)
P21244_full_1-156_B7UM99_TIRTNT_1-270_A_113,0.065,4.0,AFminD (30)
Q76RI8_full_1-175_P55957_BIDB_3-192_A_110,0.065,2.0,AFminD (30)
Q76RI8_full_1-175_P55957_BIDB_3-192_A_110,0.065,2.0,AFminD (30)
P21244_full_1-156_B7UM99_TIRTNT_1-270_A_113,0.065,4.0,AFminD (30)
Q76RI8_full_1-175_P55957_BIDB_3-192_A_143,0.065,3.0,AFminD (30)
Q76RI8_full_1-175_P55957_BIDB_3-192_A_143,0.065,3.0,AFminD (30)
Q76RI8_full_1-175_P55957_BIDB_3-192_A_143,0.065,3.0,AFminD (30)
Q86V25_full_1-355_Q8N300_CCDCP2_4-64_A_124,0.065,7.0,AFminD (30)
Q86V25_full_1-355_Q8N300_CCDCP2_4-64_A_124,0.065,7.0,AFminD (30)
Q86V25_full_1-355_Q8N300_CCDCP2_4-64_A_124,0.065,7.0,AFminD (30)
Q76RI8_full_1-175_P55957_BIDB_3-192_A_143,0.065,3.0,AFminD (30)
Q76RI8_full_1-175_P55957_BIDB_3-192_A_110,0.065,2.0,AFminD (30)
Q76RI8_full_1-175_P55957_BIDB_3-192_A_143,0.065,3.0,AFminD (30)
Q76RI8_full_1-175_P55957_BIDB_3-192_A_110,0.065,2.0,AFminD (30)
Q76RI8_full_1-175_P55957_BIDB_3-192_A_110,0.065,2.0,AFminD (30)
P21244_full_1-156_B7UM99_TIRTNT_1-270_A_113,0.065,4.0,AFminD (30)
P21244_full_1-156_B7UM99_TIRTNT_1-270_A_113,0.065,4.0,AFminD (30)
Q9H3P7_full_1-528_Q68T42_P3PL_1439-1498_A_523,0.064,7.0,AFminD (100)
Q9H3P7_full_1-528_Q68T42_P3PL_1439-1498_A_523,0.064,7.0,AFminD (100)
Q9H3P7_full_1-528_Q68T42_P3PL_1439-1498_A_523,0.064,7.0,AFminD (100)
Q9H3P7_full_1-528_Q68T42_P3PL_1439-1498_A_523,0.064,7.0,AFminD (100)
Q06672_full_1-205_P39938_RPS_1-107_A_150,0.064,2.0,AFminD (30)
Q06672_full_1-205_P39938_RPS_1-107_A_150,0.064,2.0,AFminD (30)
Q9H3P7_full_1-528_Q68T42_P3PL_1439-1498_A_523,0.064,7.0,AFminD (100)
Q06672_full_1-205_P39938_RPS_1-107_A_150,0.064,2.0,AFminD (30)
Q06672_full_1-205_P39938_RPS_1-107_A_150,0.064,2.0,AFminD (30)
Q06672_full_1-205_P39938_RPS_1-107_A_150,0.064,2.0,AFminD (30)
Q68FF6_full_1-770_Q8VI36_PF_5-277_A_705,0.063,2.0,AFminD (50)
Q68FF6_full_1-770_Q8VI36_PF_5-277_A_705,0.063,2.0,AFminD (50)
Q68FF6_full_1-770_Q8VI36_PF_5-277_A_705,0.063,2.0,AFminD (50)
Q68FF6_full_1-770_Q8VI36_PF_5-277_A_705,0.063,2.0,AFminD (50)
Q68FF6_full_1-770_Q8VI36_PF_5-277_A_705,0.063,2.0,AFminD (50)
Q68FF6_full_1-770_Q8VI36_PF_5-277_A_686,0.063,2.0,AFminD (30)
Q68FF6_full_1-770_Q8VI36_PF_5-277_A_686,0.063,2.0,AFminD (30)
Q68FF6_full_1-770_Q8VI36_PF_5-277_A_720,0.063,2.0,AFminD (30)
Q68FF6_full_1-770_Q8VI36_PF_5-277_A_720,0.063,2.0,AFminD (30)
Q68FF6_full_1-770_Q8VI36_PF_5-277_A_720,0.063,2.0,AFminD (30)
Q68FF6_full_1-770_Q8VI36_PF_5-277_A_686,0.063,2.0,AFminD (30)
Q68FF6_full_1-770_Q8VI36_PF_5-277_A_686,0.063,2.0,AFminD (30)
Q68FF6_full_1-770_Q8VI36_PF_5-277_A_720,0.063,2.0,AFminD (30)
Q68FF6_full_1-770_Q8VI36_PF_5-277_A_720,0.063,2.0,AFminD (30)
Q68FF6_full_1-770_Q8VI36_PF_5-277_A_686,0.063,2.0,AFminD (30)
Q32ZE1_full_1-3419_Q32ZE1_FNSPN_1374-1498_A_1538,0.062,4.0,AFminD (30)
Q32ZE1_full_1-3419_Q32ZE1_FNSPN_1374-1498_A_1538,0.062,4.0,AFminD (30)
Q32ZE1_full_1-3419_Q32ZE1_FNSPN_1374-1498_A_1538,0.062,4.0,AFminD (30)
Q32ZE1_full_1-3419_Q32ZE1_FNSPN_1374-1498_A_1538,0.062,4.0,AFminD (30)
Q32ZE1_full_1-3419_Q32ZE1_FNSPN_1374-1498_A_1538,0.062,4.0,AFminD (30)
P02730_full_1-911_P02724_GA_34-146_A_650,0.059,15.0,AFminD (100)
P02730_full_1-911_P02724_GA_34-146_A_650,0.059,15.0,AFminD (100)
Q86V25_full_1-355_Q8N300_CCDCP2_4-64_A_56,0.059,6.0,AFminD (50)
P02730_full_1-911_P02724_GA_34-146_A_650,0.059,15.0,AFminD (30)
P02730_full_1-911_P02724_GA_34-146_A_650,0.059,15.0,AFminD (30)
P02730_full_1-911_P02724_GA_34-146_A_650,0.059,15.0,AFminD (30)
P02730_full_1-911_P02724_GA_34-146_A_650,0.059,15.0,AFminD (30)
Q86V25_full_1-355_Q8N300_CCDCP2_4-64_A_56,0.059,6.0,AFminD (50)
Q86V25_full_1-355_Q8N300_CCDCP2_4-64_A_56,0.059,6.0,AFminD (50)
Q86V25_full_1-355_Q8N300_CCDCP2_4-64_A_56,0.059,6.0,AFminD (50)
Q86V25_full_1-355_Q8N300_CCDCP2_4-64_A_56,0.059,6.0,AFminD (50)
P02730_full_1-911_P02724_GA_34-146_A_650,0.059,15.0,AFminD (100)
P02730_full_1-911_P02724_GA_34-146_A_650,0.059,15.0,AFminD (100)
P02730_full_1-911_P02724_GA_34-146_A_650,0.059,15.0,AFminD (30)
P02730_full_1-911_P02724_GA_34-146_A_650,0.059,15.0,AFminD (100)
Q9H3P7_full_1-528_Q68T42_P3PL_1439-1498_A_372,0.058,4.0,AFminD (30)
Q9H3P7_full_1-528_Q68T42_P3PL_1439-1498_A_372,0.058,4.0,AFminD (30)
Q9H3P7_full_1-528_Q68T42_P3PL_1439-1498_A_372,0.058,4.0,AFminD (30)
Q9H3P7_full_1-528_Q68T42_P3PL_1439-1498_A_372,0.058,4.0,AFminD (30)
Q9H3P7_full_1-528_Q68T42_P3PL_1439-1498_A_372,0.058,4.0,AFminD (30)
Q8JXF6_full_1-450_P22363_P_1-296_A_242,0.056,10.0,AFminD (50)
Q8JXF6_full_1-450_P22363_P_1-296_A_242,0.056,10.0,AFminD (50)
Q8JXF6_full_1-450_P22363_P_1-296_A_242,0.056,10.0,AFminD (50)
P19793_full_1-462_Q15596_SRC_636-709_A_279,0.056,7.0,AFminD (30)
P19793_full_1-462_Q15596_SRC_636-709_A_279,0.056,7.0,AFminD (30)
P19793_full_1-462_Q15596_SRC_636-709_A_279,0.056,7.0,AFminD (30)
Q8JXF6_full_1-450_P22363_P_1-296_A_242,0.056,10.0,AFminD (100)
Q8JXF6_full_1-450_P22363_P_1-296_A_242,0.056,10.0,AFminD (100)
Q8JXF6_full_1-450_P22363_P_1-296_A_242,0.056,10.0,AFminD (100)
Q8JXF6_full_1-450_P22363_P_1-296_A_242,0.056,10.0,AFminD (100)
P19793_full_1-462_Q15596_SRC_636-709_A_279,0.056,7.0,AFminD (30)
Q8JXF6_full_1-450_P22363_P_1-296_A_242,0.056,10.0,AFminD (50)
Q8JXF6_full_1-450_P22363_P_1-296_A_242,0.056,10.0,AFminD (50)
Q8JXF6_full_1-450_P22363_P_1-296_A_242,0.056,10.0,AFminD (100)
P19793_full_1-462_Q15596_SRC_636-709_A_279,0.056,7.0,AFminD (30)
O43143_full_1-795_O15226_GPD_552-593_A_529,0.053,21.0,AFminD (100)
O43143_full_1-795_O15226_GPD_552-593_A_529,0.053,21.0,AFminD (100)
O43143_full_1-795_O15226_GPD_552-593_A_529,0.053,21.0,AFminD (100)
O43143_full_1-795_O15226_GPD_552-593_A_529,0.053,21.0,AFminD (100)
O43143_full_1-795_O15226_GPD_552-593_A_529,0.053,21.0,AFminD (100)
P49146_full_1-381_P10082_PHP_30-65_A_297,0.052,9.0,AFminD (30)
P49146_full_1-381_P10082_PHP_30-65_A_297,0.052,9.0,AFminD (30)
P49146_full_1-381_P10082_PHP_30-65_A_297,0.052,9.0,AFminD (30)
P49146_full_1-381_P10082_PHP_30-65_A_297,0.052,9.0,AFminD (30)
P49146_full_1-381_P10082_PHP_30-65_A_297,0.052,9.0,AFminD (30)
Q9H3P7_full_1-528_Q68T42_P3PL_1439-1498_A_523,0.051,7.0,AFminD (30)
Q9H3P7_full_1-528_Q68T42_P3PL_1439-1498_A_473,0.051,3.0,AFminD (50)
Q9H3P7_full_1-528_Q68T42_P3PL_1439-1498_A_523,0.051,7.0,AFminD (30)
Q9H3P7_full_1-528_Q68T42_P3PL_1439-1498_A_444,0.051,3.0,AFminD (30)
Q9H3P7_full_1-528_Q68T42_P3PL_1439-1498_A_492,0.051,3.0,AFminD (30)
Q9H3P7_full_1-528_Q68T42_P3PL_1439-1498_A_473,0.051,3.0,AFminD (50)
Q9H3P7_full_1-528_Q68T42_P3PL_1439-1498_A_473,0.051,3.0,AFminD (50)
Q9H3P7_full_1-528_Q68T42_P3PL_1439-1498_A_444,0.051,3.0,AFminD (30)
Q9H3P7_full_1-528_Q68T42_P3PL_1439-1498_A_523,0.051,7.0,AFminD (30)
Q9H3P7_full_1-528_Q68T42_P3PL_1439-1498_A_523,0.051,7.0,AFminD (30)
Q9H3P7_full_1-528_Q68T42_P3PL_1439-1498_A_473,0.051,3.0,AFminD (50)
Q9H3P7_full_1-528_Q68T42_P3PL_1439-1498_A_492,0.051,3.0,AFminD (30)
Q9H3P7_full_1-528_Q68T42_P3PL_1439-1498_A_492,0.051,3.0,AFminD (30)
Q9H3P7_full_1-528_Q68T42_P3PL_1439-1498_A_444,0.051,3.0,AFminD (30)
Q9H3P7_full_1-528_Q68T42_P3PL_1439-1498_A_492,0.051,3.0,AFminD (30)
Q9H3P7_full_1-528_Q68T42_P3PL_1439-1498_A_492,0.051,3.0,AFminD (30)
Q9H3P7_full_1-528_Q68T42_P3PL_1439-1498_A_444,0.051,3.0,AFminD (30)
Q9H3P7_full_1-528_Q68T42_P3PL_1439-1498_A_523,0.051,7.0,AFminD (30)
Q9H3P7_full_1-528_Q68T42_P3PL_1439-1498_A_444,0.051,3.0,AFminD (30)
Q9H3P7_full_1-528_Q68T42_P3PL_1439-1498_A_473,0.051,3.0,AFminD (50)
